Image_ID,Left,Right
9865771R.png,18,15
9112976L.png,18,15
9381081L.png,18,18
9307892R.png,18,18
9258662R.png,69,18
9528886L.png,18,18
9305113L.png,120,15
9844581L.png,21,18
9781555R.png,12,24
9714958L.png,36,114
9794849R.png,21,18
9240515L.png,12,18
9293349R.png,12,12
9743577L.png,21,12
9771624R.png,33,21
9950320L.png,18,18
9805234L.png,21,18
9040944L.png,15,21
9403165R.png,117,48
9160026L.png,21,30
9246995R.png,15,21
9641901R.png,18,18
9782690R.png,18,18
9360132R.png,21,18
9851631L.png,18,18
9007904R.png,24,18
9805639L.png,18,78
9974327L.png,18,18
9821982L.png,24,18
9951877L.png,18,24
9124024R.png,24,21
9601644R.png,18,18
9297239R.png,63,18
9355390R.png,12,18
9339860R.png,21,15
9213438R.png,33,21
9929823R.png,30,27
9868006L.png,15,12
9805234R.png,12,21
9219500L.png,12,12
9185786R.png,18,15
9958736R.png,15,18
9919499L.png,18,24
9090833L.png,15,21
9696897R.png,21,18
9019406L.png,18,27
9933085L.png,60,99
9168944R.png,24,18
9905766R.png,12,21
9537888L.png,21,105
9676996L.png,21,12
9989700L.png,18,21
9005656R.png,87,18
9802822L.png,45,117
9458391R.png,18,15
9291234L.png,21,30
9458237L.png,18,48
9618924R.png,24,21
9526432L.png,15,18
9089627R.png,15,18
9808689L.png,24,27
9692604R.png,18,18
9553908L.png,12,36
9096856R.png,21,18
9639148L.png,27,30
9854269R.png,18,15
9107524R.png,12,21
9213372R.png,21,18
9812166L.png,24,27
9512848R.png,24,18
9558611R.png,27,12
9686908R.png,12,24
9276146L.png,21,24
9636690R.png,12,24
9220441R.png,15,15
9864266L.png,27,18
9303044L.png,21,15
9037697L.png,18,18
9191054L.png,18,99
9468412L.png,15,108
9432102R.png,36,18
9641083R.png,18,15
9570194L.png,120,120
9030296R.png,24,15
9184495L.png,24,18
9073948R.png,21,18
9303781R.png,12,12
9152525L.png,18,15
9584716L.png,21,60
9923837R.png,24,18
9878614L.png,18,18
9444883R.png,21,18
9162498L.png,15,57
9009623L.png,21,18
9217512L.png,18,18
9861560L.png,18,18
9105279R.png,15,15
9895178R.png,27,15
9979306R.png,21,24
9912275R.png,21,12
9907090L.png,18,21
9136484R.png,12,21
9310416L.png,18,15
9923837L.png,21,33
9798668L.png,18,18
9250574L.png,21,21
9223303L.png,18,21
9370237L.png,12,18
9607954R.png,18,18
9096856L.png,15,45
9246415R.png,18,15
9531421L.png,96,24
9909311R.png,18,15
9116754L.png,33,69
9756932L.png,30,15
9841838L.png,18,33
9305113R.png,15,66
9908665R.png,21,18
9081362L.png,18,33
9173462R.png,12,18
9036948R.png,30,18
9302081R.png,18,15
9990355R.png,21,21
9280243R.png,21,15
9564189R.png,12,21
9676041L.png,12,18
9457863R.png,48,18
9298954L.png,18,18
9788503R.png,21,12
9129477R.png,18,18
9241546R.png,12,12
9873103L.png,18,39
9089866L.png,18,21
9357301R.png,21,21
9005075L.png,24,12
9891421L.png,21,24
9915540L.png,42,15
9373076R.png,21,15
9781279L.png,24,27
9184495R.png,18,18
9178448R.png,18,15
9470120R.png,18,18
9453364L.png,51,120
9787305L.png,18,21
9558136L.png,24,27
9817141R.png,21,21
9947497L.png,90,18
9227873L.png,15,21
9715892L.png,27,21
9931370L.png,18,12
9540406R.png,21,21
9096881R.png,30,18
9837054R.png,18,18
9448563L.png,27,36
9142466R.png,18,18
9451217R.png,99,18
9050299R.png,21,18
9930368L.png,18,21
9816968L.png,27,12
9532617L.png,21,21
9427002L.png,18,12
9590699R.png,27,15
9123289R.png,18,21
9518827R.png,18,15
9753871L.png,18,12
9022703L.png,18,15
9363262R.png,21,18
9273266R.png,21,15
9813851L.png,15,57
9324400L.png,12,18
9477362L.png,21,18
9405118R.png,18,21
9395992R.png,39,18
9141244R.png,33,27
9084244L.png,18,18
9764454R.png,18,24
9582125R.png,15,12
9388978L.png,36,18
9458093R.png,21,18
9805321R.png,21,21
9234073R.png,24,18
9811940L.png,15,45
9597688L.png,15,12
9613942R.png,12,15
9346033R.png,24,27
9884710L.png,21,30
9501342R.png,21,18
9443223L.png,15,99
9417104R.png,12,12
9592478R.png,24,18
9677286L.png,12,15
9152525R.png,18,15
9503396L.png,21,15
9312419L.png,18,12
9272271R.png,15,18
9682706L.png,18,18
9619405L.png,18,21
9239552L.png,18,21
9413377L.png,21,24
9051960R.png,21,15
9967932R.png,27,21
9164467L.png,18,24
9575193L.png,30,33
9382501L.png,18,12
9016121L.png,18,18
9354236L.png,24,15
9537961L.png,15,33
9606218L.png,120,87
9710415L.png,18,21
9841269L.png,18,24
9108461R.png,24,21
9224866R.png,18,18
9566215R.png,18,18
9096851L.png,18,21
9349241R.png,15,15
9917505L.png,18,21
9022197L.png,18,24
9458286L.png,18,30
9627893R.png,21,18
9765432L.png,21,18
9860637L.png,15,21
9677236R.png,27,15
9016886R.png,18,30
9709164R.png,30,18
9279874L.png,15,18
9236027L.png,18,21
9052708L.png,12,12
9037952L.png,18,51
9372977L.png,66,21
9654072R.png,18,18
9894048R.png,18,18
9066677L.png,18,18
9546108R.png,18,18
9488861L.png,21,99
9387992L.png,18,21
9463233R.png,18,15
9079404R.png,15,12
9043637R.png,21,21
9854620L.png,15,21
9871786L.png,24,30
9368839R.png,120,120
9391967L.png,21,21
9502938R.png,21,21
9465162R.png,21,18
9154516R.png,12,18
9853267L.png,21,30
9433383L.png,15,18
9016886L.png,21,18
9449288L.png,15,21
9306719R.png,24,21
9425032R.png,24,21
9566215L.png,18,12
9141244L.png,21,33
9671436L.png,18,18
9487864L.png,18,15
9356765L.png,21,18
9643032R.png,33,24
9569175L.png,18,21
9385984R.png,18,15
9131911R.png,21,18
9545340R.png,12,18
9312487L.png,15,24
9539850L.png,12,18
9958526R.png,18,15
9268652L.png,120,120
9637053R.png,12,18
9949011L.png,15,21
9786191R.png,21,15
9417349L.png,120,120
9525846R.png,72,18
9564520L.png,12,12
9659659R.png,21,21
9993261R.png,33,18
9934310R.png,27,18
9787204R.png,21,18
9336356L.png,18,12
9307109L.png,12,21
9578728R.png,27,24
9896242R.png,15,21
9289520R.png,21,18
9518910R.png,15,15
9343449L.png,15,18
9422393L.png,18,18
9299361L.png,18,18
9509373L.png,21,18
9353670R.png,12,12
9356305R.png,12,24
9679111R.png,30,30
9369982R.png,12,12
9330155L.png,24,18
9385984L.png,18,21
9432327R.png,12,18
9100442R.png,21,18
9470267R.png,21,18
9382992L.png,18,33
9413676R.png,18,21
9308348L.png,21,30
9267198L.png,15,45
9167018L.png,15,18
9855149R.png,18,18
9879069L.png,18,18
9549644L.png,21,18
9513374R.png,18,18
9272833L.png,21,21
9061162R.png,18,18
9048979R.png,21,18
9454413L.png,15,18
9290346L.png,18,18
9806950L.png,24,30
9662703R.png,21,18
9665234L.png,18,21
9684366L.png,12,12
9156943L.png,15,18
9085393R.png,21,21
9254920R.png,21,15
9706954R.png,21,15
9748587R.png,12,24
9725914R.png,12,18
9825282R.png,24,21
9746416L.png,18,102
9226752R.png,21,15
9533617L.png,18,21
9876530R.png,18,21
9167589L.png,18,21
9898713L.png,18,21
9290819R.png,12,21
9571939L.png,18,18
9436187L.png,21,18
9152569L.png,24,21
9158313L.png,18,18
9360132L.png,18,12
9710976R.png,33,18
9641700L.png,15,18
9759454L.png,18,18
9378093L.png,21,21
9551114L.png,21,30
9431280L.png,15,18
9725279L.png,24,12
9563400L.png,21,18
9668982L.png,18,21
9445264R.png,18,12
9905766L.png,12,18
9836062L.png,15,21
9895178L.png,24,24
9208539R.png,21,18
9759956L.png,24,18
9011949R.png,15,15
9916274R.png,27,21
9748081L.png,21,21
9780165L.png,21,24
9102958L.png,18,21
9848263L.png,21,30
9906491R.png,18,18
9744568L.png,18,21
9242544L.png,21,18
9911237L.png,24,12
9901199L.png,15,21
9355112L.png,18,12
9765419L.png,18,24
9968036R.png,18,15
9519268L.png,21,12
9829221L.png,15,21
9923099L.png,12,18
9553908R.png,33,21
9416063L.png,18,24
9271023R.png,24,18
9555149R.png,12,21
9401050L.png,21,18
9211009R.png,15,12
9235448R.png,18,18
9727418R.png,21,18
9386991L.png,21,24
9588488R.png,12,18
9435855R.png,24,21
9458391L.png,12,18
9418298R.png,18,18
9010952L.png,18,30
9628716R.png,18,18
9878786R.png,12,21
9034644L.png,18,21
9602642L.png,18,27
9339860L.png,21,18
9449288R.png,21,18
9575435R.png,33,21
9889793L.png,18,21
9755372L.png,21,21
9435855L.png,21,21
9042459R.png,18,18
9509294R.png,18,21
9608703R.png,108,18
9177091L.png,15,21
9025191L.png,27,21
9885303R.png,18,15
9881756R.png,12,15
9563885L.png,15,18
9005321R.png,30,27
9293349L.png,18,15
9541406L.png,21,27
9034963L.png,15,27
9503396R.png,18,18
9473335L.png,18,12
9739273L.png,18,21
9011949L.png,69,15
9021195L.png,15,18
9676775R.png,33,21
9668982R.png,21,12
9191465L.png,15,111
9501860L.png,15,21
9225871R.png,21,15
9942030L.png,12,18
9860739R.png,18,12
9276146R.png,27,21
9436383L.png,18,96
9663968R.png,18,12
9884710R.png,12,21
9627893L.png,12,12
9902576L.png,18,21
9686834R.png,12,12
9112976R.png,18,21
9584428L.png,21,18
9252427L.png,18,18
9052335L.png,18,21
9547559L.png,15,27
9062645L.png,36,60
9517311L.png,18,18
9629713L.png,27,12
9836553R.png,21,12
9236557R.png,21,21
9347441R.png,12,21
9535384L.png,15,42
9892736R.png,12,18
9789767R.png,27,18
9432102L.png,15,105
9454100L.png,84,87
9252576R.png,24,21
9329346R.png,15,18
9548815R.png,120,45
9282203L.png,21,12
9170536R.png,12,12
9666971R.png,18,12
9510900R.png,24,24
9809342L.png,18,105
9980274L.png,18,12
9787693L.png,12,78
9674667R.png,36,21
9224866L.png,15,15
9456499R.png,18,15
9637393R.png,18,15
9211800R.png,18,21
9958736L.png,18,21
9951122L.png,18,24
9443135L.png,15,18
9216735L.png,15,21
9397976L.png,12,18
9142030R.png,18,12
9244001L.png,18,12
9871786R.png,15,18
9800154R.png,21,15
9321092R.png,15,18
9028904L.png,21,21
9974327R.png,21,21
9485448R.png,24,21
9268052L.png,12,102
9836547L.png,15,21
9038962R.png,18,18
9521956R.png,18,18
9454413R.png,12,21
9837987L.png,21,21
9136484L.png,21,24
9926617L.png,15,12
9020856L.png,18,24
9450291R.png,33,24
9646705R.png,21,21
9502727L.png,12,21
9185786L.png,18,12
9163391L.png,24,36
9316905L.png,18,12
9228372R.png,12,21
9703469L.png,30,12
9956170R.png,30,12
9615227R.png,24,18
9878614R.png,18,18
9754907R.png,21,12
9996284L.png,18,12
9144547R.png,21,18
9935439R.png,15,18
9986838L.png,18,18
9768869R.png,12,18
9828044L.png,18,21
9614227R.png,18,21
